date,channel,campaign_id,spend,impressions,clicks,conversions,revenue,cust_acquisition_cost,region,device,campaign_type
2023-11-21,Google,camp_007,1335.88,42810,1512,15,1257.39,89.06,South,Mobile,Consideration
2023-08-28,Email,camp_009,176.08,10782,132,0,0.0,,West,Tablet,Awareness
2023-11-29,Instagram,camp_013,1054.87,75752,2292,36,1195.64,29.3,South,Mobile,Conversion
2024-01-02,Organic,camp_019,48.44,2787,12,0,0.0,,South,Tablet,Conversion
2024-04-18,TV,camp_002,2017.67,154586,1589,0,0.0,,West,Mobile,Consideration
2023-09-26,Organic,camp_005,56.54,3914,8,0,0.0,,West,Desktop,Conversion
2023-07-05,Organic,camp_019,59.54,1635,6,0,0.0,,North,Desktop,Conversion
2023-07-15,Organic,camp_028,42.51,2093,31,0,0.0,,South,Mobile,Awareness
2023-06-13,Facebook,camp_001,598.24,23153,585,2,168.19,299.12,East,Mobile,Consideration
2023-03-06,Facebook,camp_015,509.44,35351,1183,5,237.43,101.89,North,Desktop,Consideration
2023-07-31,Facebook,camp_005,1353.48,75234,2280,45,2950.18,30.08,West,Tablet,Conversion
2024-03-21,Email,camp_024,111.7,3439,3,0,0.0,,West,Mobile,Conversion
2023-05-08,Facebook,camp_018,1009.75,44773,1487,6,491.17,168.29,East,Mobile,Awareness
2023-02-17,Facebook,camp_019,965.16,29447,1333,0,0.0,,East,Desktop,Consideration
2023-07-28,Email,camp_023,67.7,1547,29,0,0.0,,East,Desktop,Consideration
2024-01-15,TV,camp_020,1534.83,58239,1075,13,2549.87,118.06,South,Mobile,Consideration
2024-04-11,Google,camp_023,1454.22,94268,1865,22,2621.96,66.1,South,Tablet,Conversion
2023-03-13,TV,camp_003,2472.19,121020,1856,5,748.49,494.44,West,Desktop,Conversion
2024-11-20,Google,camp_020,3017.47,63007,1803,24,2605.16,125.73,North,Desktop,Conversion
2024-01-02,Affiliate,camp_025,212.7,12265,128,2,68.15,106.35,South,Mobile,Conversion
2023-11-14,Google,camp_007,1763.22,100021,3076,94,5120.24,18.76,West,Desktop,Conversion
2024-01-29,Organic,camp_008,41.32,3254,3,0,0.0,,North,Desktop,Awareness
2024-03-31,Email,camp_020,207.12,6404,11,0,0.0,,North,Desktop,Consideration
2023-01-01,Instagram,camp_030,5.0,144,5,0,0.0,,East,Desktop,Awareness
2024-12-15,Instagram,camp_027,131.69,8123,229,2,68.11,65.84,South,Mobile,Awareness
2023-12-26,TV,camp_027,2703.1,102964,1215,25,5478.47,108.12,West,Desktop,Conversion
2024-02-15,Google,camp_027,1925.37,51968,808,17,1646.1,113.26,North,Desktop,Consideration
2024-10-25,Facebook,camp_006,1068.8,80800,2863,58,2321.88,18.43,West,Desktop,Consideration
2023-05-15,Google,camp_003,930.47,38625,350,6,360.99,155.08,North,Desktop,Consideration
2024-12-21,Email,camp_005,170.27,4042,24,0,0.0,,North,Mobile,Consideration
2023-08-26,Google,camp_011,873.03,66501,1470,16,876.52,54.56,North,Mobile,Conversion
2023-05-16,Instagram,camp_028,371.91,24447,616,19,963.29,19.57,South,Desktop,Awareness
2023-07-24,LinkedIn,camp_008,653.69,35906,453,8,1076.96,81.71,South,Desktop,Conversion
2024-01-01,Organic,camp_030,64.77,3627,85,0,0.0,,South,Desktop,Consideration
2023-11-10,Google,camp_011,1890.43,85851,1905,0,0.0,,North,Mobile,Consideration
2023-07-05,Facebook,camp_012,1528.5,72070,1572,49,2241.54,31.19,East,Mobile,Conversion
2024-05-09,Google,camp_001,1632.72,64780,1051,8,671.27,204.09,East,Desktop,Conversion
2024-09-27,Organic,camp_030,34.14,1388,18,0,0.0,,West,Mobile,Consideration
2023-01-26,Facebook,camp_022,57.49,3368,49,0,0.0,,North,Mobile,Awareness
2024-06-27,Facebook,camp_019,901.79,18362,720,0,0.0,,South,Desktop,Consideration
2024-06-08,Facebook,camp_012,542.04,29102,1280,0,0.0,,East,Tablet,Awareness
2023-04-16,Email,camp_008,206.62,12384,42,0,0.0,,South,Mobile,Conversion
2023-06-04,Instagram,camp_005,1174.08,51105,230,2,93.77,587.04,South,Desktop,Conversion
2024-08-19,Email,camp_026,31.31,1206,5,0,0.0,,North,Desktop,Awareness
2023-06-15,Facebook,camp_014,576.98,36211,1138,1,72.03,576.98,West,Desktop,Conversion
2023-03-17,Email,camp_012,245.76,17372,17,0,0.0,,North,Desktop,Conversion
2023-02-12,Organic,camp_007,24.67,1290,4,0,0.0,,North,Desktop,Consideration
2023-04-27,Facebook,camp_024,585.0,18033,394,7,399.63,83.57,West,Mobile,Consideration
2024-11-05,Facebook,camp_001,1602.55,123302,4062,0,0.0,,South,Mobile,Consideration
2024-09-04,Organic,camp_015,55.31,2594,11,0,0.0,,East,Desktop,Conversion
2024-07-28,Email,camp_027,134.1,5753,63,1,32.38,134.1,North,Desktop,Conversion
2023-03-23,Facebook,camp_009,695.55,36399,956,9,611.54,77.28,North,Mobile,Awareness
2024-08-29,LinkedIn,camp_019,5.0,144,0,0,0.0,,East,Desktop,Awareness
2023-08-19,Email,camp_019,174.42,4588,26,0,0.0,,North,Desktop,Conversion
2024-01-22,Google,camp_023,919.24,41906,1131,0,0.0,,North,Desktop,Awareness
2024-02-02,Google,camp_024,1090.21,75116,2965,87,8566.15,12.53,East,Desktop,Awareness
2023-10-24,LinkedIn,camp_024,405.46,24103,278,0,0.0,,East,Desktop,Awareness
2024-04-23,Facebook,camp_023,343.44,19325,497,1,88.69,343.44,South,Mobile,Awareness
2024-12-08,Instagram,camp_014,574.08,25449,850,11,563.75,52.19,West,Tablet,Awareness
2023-08-21,Facebook,camp_015,822.1,26292,501,14,864.16,58.72,East,Desktop,Conversion
2023-12-04,Facebook,camp_014,705.72,34523,1104,15,1253.42,47.05,South,Mobile,Consideration
2023-09-13,Organic,camp_018,61.33,4304,4,0,0.0,,East,Desktop,Conversion
2024-02-08,TV,camp_002,1323.17,93086,2329,0,0.0,,West,Mobile,Consideration
2023-11-22,Email,camp_027,256.52,13518,13,0,0.0,,North,Desktop,Consideration
2024-11-25,Organic,camp_023,77.84,5910,16,0,0.0,,East,Desktop,Consideration
2024-12-11,Email,camp_018,251.59,14898,201,0,0.0,,South,Mobile,Awareness
2024-07-22,LinkedIn,camp_011,73.75,3380,18,0,0.0,,East,Mobile,Awareness
2023-04-24,Google,camp_014,1004.5,52616,1162,18,1457.72,55.81,South,Desktop,Awareness
2023-09-23,Google,camp_013,20.2,1245,45,0,0.0,,West,Mobile,Awareness
2024-05-06,Google,camp_016,1167.95,90937,3382,41,2277.6,28.49,West,Mobile,Consideration
2024-12-24,Facebook,camp_020,938.81,29816,1118,0,0.0,,West,Desktop,Awareness
2023-02-07,Facebook,camp_005,1140.02,29268,738,5,416.53,228.0,South,Mobile,Conversion
2023-01-07,Facebook,camp_021,507.65,38368,784,0,0.0,,East,Desktop,Awareness
2023-03-28,Google,camp_017,1049.97,73483,1820,0,0.0,,North,Desktop,Consideration
2024-04-04,TV,camp_025,3040.29,138379,138,1,208.39,3040.29,East,Mobile,Conversion
2023-10-23,Facebook,camp_004,932.42,55551,1362,29,1271.3,32.15,North,Desktop,Conversion
2024-02-01,Facebook,camp_026,762.59,45366,1042,0,0.0,,South,Desktop,Consideration
2023-03-28,Facebook,camp_002,5110.65,59735,1237,16,2754.42,319.42,North,Desktop,Consideration
2024-12-22,Google,camp_023,1841.32,110727,3997,26,2217.17,70.82,West,Desktop,Consideration
2023-01-23,Email,camp_030,187.7,14414,178,0,0.0,,South,Desktop,Consideration
2024-12-24,Google,camp_008,1377.81,30839,867,16,992.18,86.11,West,Mobile,Conversion
2024-08-29,Instagram,camp_020,1001.69,50026,1388,3,245.02,333.9,West,Desktop,Consideration
2023-08-22,Facebook,camp_008,1274.22,90334,2141,15,950.34,84.95,East,Mobile,Consideration
2024-02-27,Google,camp_019,1276.63,32559,1245,19,1683.89,67.19,West,Desktop,Conversion
2023-10-18,Affiliate,camp_023,111.23,6093,126,0,0.0,,North,Mobile,Awareness
2023-03-28,Google,camp_023,1068.35,44341,1438,21,1041.93,50.87,North,Desktop,Consideration
2024-12-28,Facebook,camp_014,746.82,59460,2064,0,0.0,,West,Desktop,Awareness
2023-02-12,Organic,camp_009,53.2,2919,12,0,0.0,,West,Desktop,Consideration
2024-04-12,Google,camp_010,917.26,49028,1586,0,0.0,,South,Desktop,Consideration
2024-09-03,Google,camp_008,2030.68,103094,979,22,2516.44,92.3,East,Desktop,Conversion
2024-05-05,Facebook,camp_013,864.01,21112,233,0,0.0,,West,Mobile,Awareness
2023-07-09,Organic,camp_026,35.64,2251,2,0,0.0,,East,Desktop,Awareness
2023-04-11,Affiliate,camp_007,405.43,17587,242,1,67.18,405.43,South,Mobile,Conversion
2024-12-30,Email,camp_021,158.48,9055,45,0,0.0,,South,Mobile,Consideration
2024-09-26,Google,camp_009,1796.83,80655,2310,69,7618.41,26.04,South,Mobile,Conversion
2023-03-07,Facebook,camp_013,44.92,2476,55,0,0.0,,North,Desktop,Awareness
2024-01-06,Google,camp_017,661.1,33751,789,24,2560.57,27.55,North,Mobile,Conversion
2023-03-29,Facebook,camp_019,1028.96,70115,629,3,168.35,342.99,North,Mobile,Conversion
2023-09-02,Instagram,camp_016,438.47,14901,398,8,534.23,54.81,South,Mobile,Consideration
2023-07-19,Facebook,camp_007,123.97,4212,139,0,0.0,,East,Mobile,Awareness
2024-11-23,Google,camp_025,2101.55,146101,5029,0,0.0,,East,Mobile,Consideration
2023-06-28,Google,camp_029,1564.73,97614,4207,56,2775.93,27.94,West,Desktop,Consideration
2023-05-22,Email,camp_002,159.73,10306,118,1,56.82,159.73,South,Mobile,Conversion
2023-11-27,Google,camp_019,1191.46,33286,352,2,229.08,595.73,North,Mobile,Awareness
2024-05-30,Organic,camp_029,67.93,2990,2,0,0.0,,West,Mobile,Conversion
2024-02-29,TV,camp_021,2445.46,58690,771,16,1669.9,152.84,East,Desktop,Awareness
2024-08-22,Email,camp_017,57.71,4557,73,1,56.99,57.71,East,Desktop,Awareness
2024-11-15,Google,camp_015,993.5,72482,2099,0,0.0,,South,Desktop,Awareness
2024-01-08,Google,camp_001,1749.18,73738,849,20,1469.22,87.46,West,Desktop,Conversion
2024-12-02,TV,camp_002,2239.86,127449,127,0,0.0,,South,Mobile,Awareness
2024-03-02,Organic,camp_010,28.4,978,5,0,0.0,,West,Mobile,Awareness
2024-11-16,TV,camp_028,2017.17,128440,1910,27,3274.97,74.71,East,Desktop,Awareness
2023-06-27,Organic,camp_019,57.33,4570,68,1,28.92,57.33,East,Mobile,Conversion
2024-02-04,TV,camp_028,1670.17,82662,82,0,0.0,,West,Desktop,Consideration
2023-12-04,Affiliate,camp_013,420.98,15079,313,10,510.28,42.1,North,Mobile,Conversion
2023-07-08,Google,camp_014,1138.08,83106,2795,71,3765.01,16.03,West,Mobile,Consideration
2023-01-25,Organic,camp_017,58.36,3558,16,0,0.0,,North,Desktop,Awareness
2024-04-17,Google,camp_011,158.35,8294,340,7,438.54,22.62,West,Tablet,Conversion
2023-07-08,Email,camp_009,5.0,320,3,0,0.0,,North,Desktop,Awareness
2024-09-01,Email,camp_025,131.78,5698,91,0,0.0,,West,Mobile,Consideration
2024-04-30,Organic,camp_008,66.25,4112,4,0,0.0,,North,Desktop,Awareness
2023-12-27,Email,camp_012,230.96,6846,56,0,0.0,,South,Desktop,Awareness
2024-04-18,Google,camp_012,1914.92,136284,4229,3,329.22,638.31,South,Mobile,Conversion
2024-07-09,Email,camp_003,180.42,5016,67,0,0.0,,South,Mobile,Consideration
2024-10-26,Instagram,camp_007,888.81,25160,1112,17,588.09,52.28,East,Mobile,Conversion
2023-07-15,Organic,camp_006,5.0,242,5,0,0.0,,South,Mobile,Consideration
2024-12-27,Google,camp_010,1472.14,57036,1611,25,1930.65,58.89,West,Mobile,Conversion
2024-05-03,Google,camp_003,1033.85,24734,272,0,0.0,,South,Tablet,Consideration
2024-06-06,Facebook,camp_029,861.86,41326,1336,34,1796.97,25.35,East,Mobile,Conversion
2023-03-07,Instagram,camp_027,674.14,23147,487,10,625.58,67.41,North,Mobile,Conversion
2023-10-12,Facebook,camp_010,782.46,38429,1261,23,1061.51,34.02,North,Mobile,Awareness
2023-09-02,Google,camp_016,1365.63,48208,1300,13,988.26,105.05,North,Mobile,Conversion
2023-05-24,Organic,camp_021,5.0,293,0,0,0.0,,North,Desktop,Awareness
2024-10-26,Organic,camp_022,61.23,4512,4,0,0.0,,South,Mobile,Conversion
2023-09-06,Google,camp_010,1688.34,100270,1403,28,3203.07,60.3,East,Desktop,Conversion
2024-10-13,Facebook,camp_007,703.66,21918,535,7,492.27,100.52,South,Desktop,Consideration
2023-01-11,Google,camp_028,1265.51,68300,2045,0,0.0,,North,Mobile,Consideration
2024-08-10,Organic,camp_008,32.96,2003,38,0,0.0,,West,Tablet,Consideration
2024-03-13,Instagram,camp_005,712.31,36790,786,4,262.9,178.08,North,Mobile,Consideration
2024-11-15,Google,camp_003,1170.81,24654,1015,0,0.0,,East,Mobile,Consideration
2024-09-23,Instagram,camp_001,826.62,61289,1736,6,292.74,137.77,West,Mobile,Consideration
2024-08-03,Facebook,camp_009,949.96,64115,1396,38,3052.07,25.0,South,Desktop,Conversion
2023-05-10,Affiliate,camp_029,483.0,37822,598,13,467.25,37.15,East,Desktop,Conversion
2024-04-02,Facebook,camp_022,606.19,34892,944,6,404.16,101.03,North,Mobile,Awareness
2023-03-29,Email,camp_028,205.55,7366,87,0,0.0,,South,Mobile,Awareness
2023-03-28,Facebook,camp_016,995.56,57294,1799,0,0.0,,East,Desktop,Consideration
2024-05-01,Google,camp_023,1648.42,76988,2697,5,274.58,329.68,East,Mobile,Awareness
2024-09-24,Email,camp_018,5.0,231,4,0,0.0,,North,Mobile,Conversion
2023-04-28,Email,camp_013,99.35,2352,10,0,0.0,,South,Mobile,Awareness
2024-01-06,Google,camp_028,983.07,65090,2460,56,4813.34,17.55,East,Mobile,Conversion
2023-07-28,Facebook,camp_023,702.79,30126,943,2,139.21,351.4,East,Mobile,Conversion
2023-04-22,LinkedIn,camp_029,423.78,30971,365,9,1201.84,47.09,North,Mobile,Awareness
2024-07-29,Organic,camp_025,45.58,3589,71,1,32.16,45.58,West,Desktop,Consideration
2024-06-10,Facebook,camp_006,611.47,43106,1320,25,1203.5,24.46,East,Mobile,Conversion
2023-11-03,Google,camp_026,1672.08,43072,1577,23,1957.68,72.7,South,Desktop,Consideration
2024-06-07,Organic,camp_020,51.83,3046,3,0,0.0,,East,Desktop,Conversion
2023-05-09,Google,camp_024,817.25,23326,817,0,0.0,,North,Desktop,Awareness
2023-07-27,LinkedIn,camp_023,192.93,8892,43,0,0.0,,East,Mobile,Awareness
2023-07-12,TV,camp_029,1814.96,113497,113,0,0.0,,North,Desktop,Consideration
2023-03-30,Google,camp_010,1180.0,29575,903,0,0.0,,West,Desktop,Consideration
2023-02-09,TV,camp_024,1165.78,35030,35,0,0.0,,South,Mobile,Awareness
2024-01-12,Google,camp_030,1067.23,23234,869,6,415.38,177.87,South,Desktop,Consideration
2023-01-14,Facebook,camp_001,488.56,29187,1005,4,320.92,122.14,South,Mobile,Awareness
2024-03-04,Organic,camp_030,52.29,3609,36,0,0.0,,East,Mobile,Awareness
2024-07-05,Facebook,camp_010,878.12,32771,778,0,0.0,,East,Mobile,Consideration
2024-06-08,LinkedIn,camp_022,311.56,22686,422,0,0.0,,South,Desktop,Awareness
2023-01-23,Google,camp_030,783.39,15901,354,0,0.0,,East,Desktop,Awareness
2023-08-13,Google,camp_023,1537.69,94926,2162,0,0.0,,East,Desktop,Consideration
2023-06-06,Email,camp_009,69.44,1964,22,0,0.0,,South,Desktop,Consideration
2023-12-03,Email,camp_006,307.0,7182,119,4,167.53,76.75,East,Mobile,Conversion
2024-07-31,Facebook,camp_020,982.04,57448,2020,57,2320.95,17.23,East,Mobile,Conversion
2023-03-21,Facebook,camp_019,1442.96,52063,1624,38,1875.72,37.97,West,Mobile,Conversion
2023-01-05,Google,camp_029,769.55,46602,1924,20,1847.19,38.48,South,Desktop,Awareness
2024-02-23,Organic,camp_003,70.01,4634,59,2,69.92,35.0,West,Mobile,Conversion
2023-04-04,Email,camp_027,190.58,8158,58,0,0.0,,South,Tablet,Consideration
2023-06-18,Affiliate,camp_006,533.28,35680,716,9,443.98,59.25,West,Desktop,Conversion
2023-05-10,Affiliate,camp_005,260.2,18010,263,4,198.99,65.05,North,Desktop,Awareness
2024-06-28,Organic,camp_027,20.62,1375,17,0,0.0,,North,Desktop,Awareness
2023-06-21,Facebook,camp_020,517.34,18826,489,8,411.49,64.67,West,Mobile,Conversion
2024-09-12,TV,camp_008,1536.51,64146,442,6,1255.48,256.09,South,Desktop,Consideration
2024-02-10,Facebook,camp_014,186.58,4923,172,0,0.0,,South,Desktop,Awareness
2024-03-21,Facebook,camp_026,1394.92,70200,1324,24,1852.98,58.12,West,Mobile,Consideration
2024-07-19,Facebook,camp_009,840.55,29348,1265,32,1537.27,26.27,North,Mobile,Consideration
2024-02-25,Organic,camp_017,51.35,3206,68,0,0.0,,North,Desktop,Consideration
2023-06-30,Email,camp_009,92.27,2510,2,0,0.0,,East,Desktop,Awareness
2023-12-11,Google,camp_022,1302.24,28245,834,0,0.0,,West,Desktop,Consideration
2024-08-13,Instagram,camp_028,690.71,52015,1853,27,2101.23,25.58,West,Mobile,Conversion
2024-06-18,Email,camp_017,88.9,3934,82,0,0.0,,South,Desktop,Conversion
2023-07-29,Email,camp_026,197.78,6518,25,0,0.0,,West,Desktop,Conversion
2024-07-11,LinkedIn,camp_026,252.27,12948,12,0,0.0,,North,Desktop,Awareness
2024-06-26,Affiliate,camp_013,305.19,14438,188,1,45.17,305.19,East,Mobile,Awareness
2023-11-14,Organic,camp_015,68.91,2048,54,1,43.15,68.91,North,Desktop,Conversion
2024-08-07,Google,camp_029,1317.26,100985,4660,0,0.0,,South,Mobile,Consideration
2024-01-22,Email,camp_021,146.99,2987,74,0,0.0,,West,Mobile,Consideration
2024-06-01,Google,camp_019,580.36,40208,2226,24,2413.24,24.18,West,Mobile,Awareness
2023-02-23,Email,camp_004,228.17,9058,129,3,133.73,76.06,North,Mobile,Conversion
2023-07-30,Organic,camp_004,71.11,5340,40,0,0.0,,West,Desktop,Consideration
2024-09-28,Facebook,camp_016,765.07,32404,507,3,170.7,255.02,South,Mobile,Awareness
2024-07-30,Facebook,camp_019,212.63,13525,602,0,0.0,,East,Mobile,Awareness
2024-08-10,Email,camp_023,247.95,11298,253,6,205.17,41.32,South,Desktop,Conversion
2023-08-18,Facebook,camp_023,1048.53,32233,1151,9,362.29,116.5,West,Desktop,Consideration
2024-09-03,Facebook,camp_017,49.22,1532,19,0,0.0,,South,Desktop,Awareness
2024-05-02,Google,camp_021,1592.51,42863,1818,49,5384.81,32.5,North,Desktop,Conversion
2023-12-14,Facebook,camp_008,842.25,58985,1204,28,2451.98,30.08,North,Desktop,Conversion
2023-05-02,Google,camp_020,942.23,32129,1263,31,2009.57,30.39,West,Mobile,Conversion
2024-04-15,Facebook,camp_007,1359.81,82227,1366,31,1679.2,43.86,East,Mobile,Conversion
2023-01-04,Organic,camp_010,23.39,826,12,0,0.0,,South,Desktop,Awareness
2024-08-02,Organic,camp_013,39.16,1984,19,0,0.0,,North,Mobile,Awareness
2023-03-30,Google,camp_026,726.15,35070,742,19,2059.23,38.22,South,Desktop,Conversion
2024-12-10,Organic,camp_022,35.71,2567,58,0,0.0,,East,Tablet,Awareness
2023-03-18,LinkedIn,camp_014,374.07,13266,119,3,261.77,124.69,North,Mobile,Conversion
2023-03-01,Google,camp_022,963.52,23335,478,1,102.5,963.52,South,Desktop,Consideration
2024-08-19,Google,camp_028,1292.94,87135,2165,22,1692.21,58.77,North,Desktop,Consideration
2023-04-29,Email,camp_010,62.39,2570,18,0,0.0,,East,Desktop,Consideration
2024-08-19,Organic,camp_011,39.65,2537,35,0,0.0,,North,Mobile,Awareness
2024-02-19,Facebook,camp_018,591.22,41360,941,16,599.25,36.95,North,Mobile,Conversion
2023-11-11,Facebook,camp_008,1253.07,81432,3923,0,0.0,,South,Mobile,Consideration
2023-07-30,TV,camp_005,740.97,51964,323,1,115.19,740.97,South,Desktop,Awareness
2023-03-30,Email,camp_015,212.76,5686,20,0,0.0,,West,Mobile,Consideration
2023-07-25,Google,camp_009,1061.99,62914,1786,0,0.0,,West,Mobile,Awareness
2023-01-19,Email,camp_026,129.46,7967,190,1,37.54,129.46,East,Desktop,Awareness
2023-03-09,Google,camp_009,549.79,43282,848,5,593.18,109.96,East,Desktop,Consideration
2024-01-16,Facebook,camp_003,1027.31,65144,1589,4,357.32,256.83,North,Mobile,Consideration
2024-06-26,Google,camp_004,1012.93,54495,1140,0,0.0,,East,Desktop,Consideration
2023-11-10,Facebook,camp_024,806.02,27989,939,26,1838.34,31.0,East,Desktop,Conversion
2023-05-05,Facebook,camp_027,509.4,24491,425,13,697.41,39.18,South,Mobile,Conversion
2024-10-23,TV,camp_029,2587.92,189862,2813,16,1663.08,161.74,North,Desktop,Consideration
2023-06-16,Google,camp_013,569.22,31666,532,11,982.02,51.75,South,Desktop,Consideration
2024-07-07,Facebook,camp_028,1147.69,25049,345,5,292.84,229.54,West,Mobile,Awareness
2024-08-14,Google,camp_013,606.11,24823,576,5,526.93,121.22,South,Desktop,Awareness
2023-05-06,Google,camp_021,795.18,19002,759,0,0.0,,North,Mobile,Awareness
2024-10-10,Organic,camp_005,35.87,1522,16,0,0.0,,North,Mobile,Consideration
2023-01-21,Facebook,camp_008,901.37,67662,1750,3,140.84,300.46,West,Mobile,Awareness
2023-02-07,Email,camp_007,115.09,4194,24,0,0.0,,East,Desktop,Conversion
2023-03-24,Organic,camp_018,27.75,2207,28,0,0.0,,North,Mobile,Conversion
2023-03-07,Organic,camp_016,60.28,3240,9,0,0.0,,South,Tablet,Conversion
2024-08-20,Facebook,camp_022,1260.46,73386,1853,6,523.15,210.08,West,Desktop,Awareness
2024-03-25,Email,camp_029,203.16,10139,10,0,0.0,,East,Desktop,Consideration
2024-01-03,Organic,camp_004,51.77,1102,4,0,0.0,,North,Mobile,Consideration
2024-10-16,Email,camp_030,228.16,12935,55,0,0.0,,West,Desktop,Conversion
2023-02-10,Instagram,camp_003,452.0,19979,634,4,235.44,113.0,West,Mobile,Awareness
2023-11-08,Organic,camp_013,63.04,4314,60,0,0.0,,East,Desktop,Awareness
2023-06-24,Google,camp_009,1269.59,60616,2036,10,1050.7,126.96,West,Mobile,Consideration
2023-05-04,Facebook,camp_011,848.07,41414,1833,3,237.93,282.69,South,Mobile,Consideration
2024-07-15,TV,camp_022,2850.54,131111,194,0,0.0,,North,Desktop,Consideration
2024-08-14,Email,camp_014,22.43,1297,21,0,0.0,,North,Mobile,Awareness
2023-07-20,Email,camp_016,128.01,4247,39,0,0.0,,West,Mobile,Conversion
2024-10-16,Google,camp_017,1500.08,46418,1169,15,781.88,100.01,West,Desktop,Awareness
2024-07-25,Google,camp_029,1699.01,37682,263,3,233.77,566.34,South,Mobile,Consideration
2023-07-03,Instagram,camp_029,169.11,8268,367,8,287.78,21.14,West,Mobile,Awareness
2023-10-17,Email,camp_019,219.49,7897,7,0,0.0,,West,Tablet,Conversion
2023-02-12,Instagram,camp_025,626.23,19419,428,6,487.0,104.37,East,Mobile,Consideration
2024-06-21,Google,camp_001,1838.35,90212,1916,35,2570.08,52.52,South,Mobile,Consideration
2023-07-31,Organic,camp_014,57.23,1203,2,0,0.0,,East,Tablet,Conversion
2024-12-25,Email,camp_008,190.03,10951,10,0,0.0,,East,Desktop,Awareness
2023-01-24,Email,camp_023,134.6,3975,12,0,0.0,,North,Mobile,Consideration
2024-01-05,Organic,camp_028,49.41,1974,8,0,0.0,,West,Desktop,Awareness
2024-06-26,Google,camp_028,1715.82,58436,2144,13,1518.67,131.99,North,Mobile,Conversion
2023-07-02,Email,camp_018,71.15,2242,2,0,0.0,,East,Desktop,Conversion
2024-12-30,Email,camp_024,213.42,9711,38,1,50.83,213.42,North,Desktop,Conversion
2024-03-26,Google,camp_022,1149.67,32873,1146,30,2044.63,38.32,East,Tablet,Conversion
2023-05-06,Google,camp_029,1111.98,67400,2261,18,1858.01,61.78,West,Desktop,Consideration
2023-05-11,Affiliate,camp_020,187.44,9599,9,0,0.0,,West,Desktop,Conversion
2023-03-11,Email,camp_027,123.05,6741,110,1,26.17,123.05,East,Desktop,Awareness
2023-05-09,Google,camp_010,1082.44,27214,573,0,0.0,,West,Desktop,Awareness
2023-03-29,Organic,camp_026,84.28,3029,14,0,0.0,,South,Desktop,Consideration
2024-12-16,Google,camp_026,1670.08,121242,4169,105,5144.24,15.91,North,Desktop,Conversion
2023-11-24,TV,camp_004,1316.42,69585,1004,35,7306.97,37.61,West,Desktop,Conversion
2024-09-06,Google,camp_009,1560.68,121606,4284,55,4536.71,28.38,North,Mobile,Consideration
2023-09-30,Google,camp_029,1628.18,38259,1333,19,1271.87,85.69,West,Desktop,Conversion
2024-01-25,Organic,camp_009,30.05,1238,9,0,0.0,,South,Mobile,Consideration
2024-08-20,Email,camp_001,202.94,12006,36,0,0.0,,South,Desktop,Conversion
2023-06-17,Email,camp_013,130.07,7283,47,1,51.23,130.07,East,Desktop,Conversion
2023-09-18,Google,camp_028,1718.37,92003,3948,105,9995.86,16.37,East,Desktop,Conversion
2024-12-09,Facebook,camp_021,1207.94,26237,1228,43,3651.98,28.09,South,Mobile,Conversion
2024-03-13,Email,camp_021,90.24,4220,4,0,0.0,,South,Desktop,Conversion
2024-11-10,Facebook,camp_006,502.26,34549,670,0,0.0,,West,Mobile,Awareness
2023-12-08,Organic,camp_024,75.74,4973,68,1,44.08,75.74,East,Desktop,Consideration
2024-04-02,Facebook,camp_001,650.28,22527,876,12,611.11,54.19,North,Mobile,Consideration
2024-03-15,Google,camp_028,1678.67,115491,1150,15,1459.77,111.91,North,Mobile,Conversion
2024-03-26,Email,camp_029,16.27,1276,10,0,0.0,,North,Mobile,Consideration
2024-04-05,Facebook,camp_026,880.48,27228,903,0,0.0,,West,Desktop,Consideration
2023-08-02,Facebook,camp_012,820.18,40410,1426,4,265.51,205.05,North,Desktop,Consideration
2023-11-11,Affiliate,camp_023,259.02,12090,82,1,68.31,259.02,South,Desktop,Consideration
2023-06-05,Facebook,camp_023,166.47,11500,281,7,421.09,23.78,West,Desktop,Conversion
2024-06-12,Organic,camp_023,61.23,4234,18,0,0.0,,South,Desktop,Consideration
2023-11-15,Email,camp_014,210.93,8650,8,0,0.0,,West,Desktop,Awareness
2023-08-17,Email,camp_002,186.33,6792,57,0,0.0,,West,Desktop,Consideration
2023-04-09,Google,camp_003,884.3,31505,1268,0,0.0,,West,Mobile,Consideration
2024-02-23,TV,camp_001,4159.07,302248,4060,16,2578.71,259.94,West,Desktop,Conversion
2023-09-30,Google,camp_014,351.38,27002,889,9,813.91,39.04,North,Desktop,Consideration
2024-11-22,LinkedIn,camp_019,534.48,39084,39,0,0.0,,South,Mobile,Consideration
2024-08-03,Organic,camp_004,80.67,2194,2,0,0.0,,East,Desktop,Conversion
2024-05-21,Affiliate,camp_007,194.67,13254,13,0,0.0,,East,Desktop,Consideration
2024-11-26,Facebook,camp_012,823.75,59481,1610,18,737.45,45.76,South,Mobile,Consideration
2023-05-10,Facebook,camp_002,780.6,29941,867,10,521.98,78.06,North,Desktop,Conversion
2023-06-01,Organic,camp_013,52.97,3573,36,0,0.0,,North,Mobile,Consideration
2023-03-25,Email,camp_025,154.29,7743,42,0,0.0,,South,Mobile,Conversion
2024-09-17,Organic,camp_028,58.69,3400,59,0,0.0,,South,Desktop,Awareness
2023-02-20,Instagram,camp_009,655.72,17081,580,0,0.0,,East,Mobile,Awareness
